epoch,step,train_loss,train_accuracy_step,val_accuracy_step,val_accuracy_epoch,val_loss,train_accuracy_epoch
0,49,2.657456874847412,0.4375,,,,
0,99,2.8182177543640137,0.34375,,,,
0,149,3.152721405029297,0.3125,,,,
0,199,2.8378357887268066,0.328125,,,,
0,249,2.7822916507720947,0.328125,,,,
0,299,3.1319093704223633,0.28125,,,,
0,349,2.933635711669922,0.25,,,,
0,399,2.8455021381378174,0.34375,,,,
0,449,3.05045223236084,0.25,,,,
0,499,2.573321580886841,0.390625,,,,
0,549,2.8354074954986572,0.328125,,,,
0,599,2.7245476245880127,0.359375,,,,
0,649,2.719053268432617,0.40625,,,,
0,699,2.78674578666687,0.265625,,,,
0,749,2.8444175720214844,0.296875,,,,
0,799,2.636835813522339,0.296875,,,,
0,849,2.5535240173339844,0.359375,,,,
0,899,2.4806182384490967,0.40625,,,,
0,949,2.8470458984375,0.28125,,,,
0,999,2.6583778858184814,0.3125,,,,
0,1049,2.715576410293579,0.359375,,,,
0,1099,2.664022207260132,0.34375,,,,
0,1149,2.3055784702301025,0.40625,,,,
0,1199,2.6389999389648438,0.3125,,,,
0,1249,2.820300817489624,0.25,,,,
0,1299,2.589116334915161,0.375,,,,
0,1349,2.4962549209594727,0.328125,,,,
0,1399,2.552797794342041,0.34375,,,,
0,1449,2.6584413051605225,0.34375,,,,
0,1499,2.646057605743408,0.34375,,,,
0,1549,2.682335376739502,0.359375,,,,
0,1599,2.7722392082214355,0.34375,,,,
0,1649,2.4001212120056152,0.359375,,,,
0,1699,2.5858497619628906,0.328125,,,,
0,1749,2.4592125415802,0.40625,,,,
0,1799,2.4302423000335693,0.375,,,,
0,1849,2.4601669311523438,0.40625,,,,
0,1899,2.37713885307312,0.328125,,,,
0,1949,2.364481210708618,0.296875,,,,
0,1999,2.318894386291504,0.4375,,,,
0,2049,2.6929078102111816,0.28125,,,,
0,2099,2.596348762512207,0.265625,,,,
0,2149,2.405702829360962,0.359375,,,,
0,2199,2.8512306213378906,0.265625,,,,
0,2249,2.3191003799438477,0.421875,,,,
0,2299,2.2578916549682617,0.421875,,,,
0,2349,2.5688247680664062,0.296875,,,,
0,2399,2.3734405040740967,0.34375,,,,
0,2449,2.2410452365875244,0.359375,,,,
0,2499,2.036783218383789,0.40625,,,,
0,2549,2.7573487758636475,0.265625,,,,
0,2599,2.1447556018829346,0.484375,,,,
0,2649,2.3348724842071533,0.359375,,,,
0,2699,2.168104887008667,0.359375,,,,
0,2749,2.2970845699310303,0.390625,,,,
0,2799,2.2752888202667236,0.40625,,,,
0,2849,2.319195508956909,0.375,,,,
