epoch,step,train_loss,train_accuracy_step,val_accuracy_step,val_accuracy_epoch,val_loss,train_accuracy_epoch
,2472,,,0.34375,,,
,2473,,,0.3125,,,
,2474,,,0.34375,,,
,2475,,,0.40625,,,
,2476,,,0.25,,,
,2477,,,0.40625,,,
,2478,,,0.28125,,,
,2479,,,0.3125,,,
,2480,,,0.4375,,,
,2481,,,0.46875,,,
,2482,,,0.375,,,
,2483,,,0.3125,,,
,2484,,,0.40625,,,
,2485,,,0.3125,,,
,2486,,,0.53125,,,
,2487,,,0.28125,,,
,2488,,,0.3125,,,
,2489,,,0.34375,,,
,2490,,,0.21875,,,
,2491,,,0.28125,,,
,2492,,,0.28125,,,
,2493,,,0.1875,,,
,2494,,,0.375,,,
,2495,,,0.3125,,,
,2496,,,0.40625,,,
,2497,,,0.375,,,
,2498,,,0.25,,,
,2499,,,0.375,,,
,2500,,,0.4375,,,
,2501,,,0.25,,,
,2502,,,0.28125,,,
,2503,,,0.25,,,
,2504,,,0.375,,,
,2505,,,0.34375,,,
,2506,,,0.375,,,
,2507,,,0.25,,,
,2508,,,0.25,,,
,2509,,,0.375,,,
,2510,,,0.3125,,,
,2511,,,0.5,,,
,2512,,,0.21875,,,
,2513,,,0.34375,,,
,2514,,,0.34375,,,
,2515,,,0.28125,,,
,2516,,,0.4375,,,
,2517,,,0.375,,,
,2518,,,0.34375,,,
,2519,,,0.1875,,,
,2520,,,0.28125,,,
,2521,,,0.3125,,,
,2522,,,0.28125,,,
,2523,,,0.28125,,,
,2524,,,0.28125,,,
,2525,,,0.3125,,,
,2526,,,0.28125,,,
,2527,,,0.375,,,
,2528,,,0.34375,,,
,2529,,,0.3125,,,
,2530,,,0.40625,,,
,2531,,,0.28125,,,
,2532,,,0.46875,,,
,2533,,,0.375,,,
,2534,,,0.34375,,,
,2535,,,0.3125,,,
,2536,,,0.25,,,
,2537,,,0.40625,,,
,2538,,,0.5,,,
,2539,,,0.15625,,,
,2540,,,0.34375,,,
,2541,,,0.3125,,,
,2542,,,0.375,,,
,2543,,,0.46875,,,
,2544,,,0.34375,,,
,2545,,,0.25,,,
,2546,,,0.28125,,,
,2547,,,0.1875,,,
,2548,,,0.375,,,
,2549,,,0.46875,,,
,2550,,,0.375,,,
,2551,,,0.4375,,,
,2552,,,0.3125,,,
,2553,,,0.3125,,,
,2554,,,0.34375,,,
,2555,,,0.21875,,,
,2556,,,0.21875,,,
,2557,,,0.25,,,
,2558,,,0.46875,,,
,2559,,,0.4375,,,
,2560,,,0.3125,,,
,2561,,,0.34375,,,
,2562,,,0.34375,,,
,2563,,,0.34375,,,
,2564,,,0.34375,,,
,2565,,,0.34375,,,
,2566,,,0.375,,,
,2567,,,0.28125,,,
,2568,,,0.28125,,,
,2569,,,0.375,,,
,2570,,,0.34375,,,
,2571,,,0.3125,,,
,2572,,,0.46875,,,
,2573,,,0.375,,,
,2574,,,0.40625,,,
,2575,,,0.21875,,,
,2576,,,0.40625,,,
,2577,,,0.40625,,,
,2578,,,0.375,,,
,2579,,,0.34375,,,
,2580,,,0.40625,,,
,2581,,,0.3125,,,
,2582,,,0.375,,,
,2583,,,0.375,,,
,2584,,,0.21875,,,
,2585,,,0.25,,,
,2586,,,0.40625,,,
,2587,,,0.34375,,,
,2588,,,0.5,,,
,2589,,,0.40625,,,
,2590,,,0.3125,,,
,2591,,,0.28125,,,
,2592,,,0.34375,,,
,2593,,,0.34375,,,
,2594,,,0.25,,,
,2595,,,0.28125,,,
,2596,,,0.5625,,,
,2597,,,0.34375,,,
,2598,,,0.3125,,,
,2599,,,0.28125,,,
,2600,,,0.34375,,,
,2601,,,0.28125,,,
,2602,,,0.25,,,
,2603,,,0.5,,,
,2604,,,0.3125,,,
,2605,,,0.4375,,,
,2606,,,0.1875,,,
,2607,,,0.40625,,,
,2608,,,0.34375,,,
,2609,,,0.4375,,,
,2610,,,0.3125,,,
,2611,,,0.34375,,,
,2612,,,0.3125,,,
,2613,,,0.53125,,,
,2614,,,0.375,,,
,2615,,,0.4375,,,
,2616,,,0.40625,,,
,2617,,,0.375,,,
,2618,,,0.46875,,,
,2619,,,0.28125,,,
,2620,,,0.34375,,,
,2621,,,0.21875,,,
,2622,,,0.40625,,,
,2623,,,0.3125,,,
,2624,,,0.3125,,,
,2625,,,0.25,,,
,2626,,,0.375,,,
,2627,,,0.28125,,,
,2628,,,0.34375,,,
,2629,,,0.25,,,
,2630,,,0.21875,,,
,2631,,,0.25,,,
,2632,,,0.625,,,
,2633,,,0.28125,,,
,2634,,,0.3125,,,
,2635,,,0.3125,,,
,2636,,,0.3125,,,
,2637,,,0.3125,,,
,2638,,,0.34375,,,
,2639,,,0.34375,,,
,2640,,,0.375,,,
,2641,,,0.3125,,,
,2642,,,0.375,,,
,2643,,,0.28125,,,
,2644,,,0.125,,,
,2645,,,0.40625,,,
,2646,,,0.3125,,,
,2647,,,0.28125,,,
,2648,,,0.25,,,
,2649,,,0.25,,,
,2650,,,0.4375,,,
,2651,,,0.40625,,,
,2652,,,0.40625,,,
,2653,,,0.34375,,,
,2654,,,0.3125,,,
,2655,,,0.40625,,,
,2656,,,0.21875,,,
,2657,,,0.5,,,
,2658,,,0.25,,,
,2659,,,0.375,,,
,2660,,,0.34375,,,
,2661,,,0.4375,,,
,2662,,,0.28125,,,
,2663,,,0.5,,,
,2664,,,0.34375,,,
,2665,,,0.4375,,,
,2666,,,0.46875,,,
,2667,,,0.21875,,,
,2668,,,0.3125,,,
,2669,,,0.3125,,,
,2670,,,0.34375,,,
,2671,,,0.28125,,,
,2672,,,0.46875,,,
,2673,,,0.53125,,,
,2674,,,0.28125,,,
,2675,,,0.21875,,,
,2676,,,0.375,,,
,2677,,,0.25,,,
,2678,,,0.25,,,
,2679,,,0.21875,,,
,2680,,,0.4375,,,
,2681,,,0.40625,,,
,2682,,,0.28125,,,
,2683,,,0.375,,,
,2684,,,0.375,,,
,2685,,,0.34375,,,
,2686,,,0.375,,,
,2687,,,0.3125,,,
,2688,,,0.4375,,,
,2689,,,0.28125,,,
,2690,,,0.4375,,,
,2691,,,0.4375,,,
,2692,,,0.15625,,,
,2693,,,0.25,,,
,2694,,,0.25,,,
,2695,,,0.25,,,
,2696,,,0.3125,,,
,2697,,,0.34375,,,
,2698,,,0.4375,,,
,2699,,,0.3125,,,
,2700,,,0.3125,,,
,2701,,,0.3125,,,
,2702,,,0.3125,,,
,2703,,,0.5625,,,
,2704,,,0.40625,,,
,2705,,,0.34375,,,
,2706,,,0.46875,,,
,2707,,,0.34375,,,
,2708,,,0.3125,,,
,2709,,,0.21875,,,
,2710,,,0.375,,,
,2711,,,0.3125,,,
,2712,,,0.28125,,,
,2713,,,0.40625,,,
,2714,,,0.28125,,,
,2715,,,0.375,,,
,2716,,,0.46875,,,
,2717,,,0.4375,,,
,2718,,,0.34375,,,
,2719,,,0.3125,,,
,2720,,,0.4375,,,
,2721,,,0.34375,,,
,2722,,,0.3125,,,
,2723,,,0.4375,,,
,2724,,,0.375,,,
,2725,,,0.375,,,
,2726,,,0.375,,,
,2727,,,0.375,,,
,2728,,,0.40625,,,
,2729,,,0.1875,,,
,2730,,,0.1875,,,
,2731,,,0.25,,,
,2732,,,0.46875,,,
,2733,,,0.4375,,,
,2734,,,0.15625,,,
,2735,,,0.46875,,,
,2736,,,0.21875,,,
,2737,,,0.4375,,,
,2738,,,0.34375,,,
,2739,,,0.375,,,
,2740,,,0.40625,,,
,2741,,,0.4375,,,
,2742,,,0.40625,,,
,2743,,,0.46875,,,
,2744,,,0.21875,,,
,2745,,,0.28125,,,
,2746,,,0.3125,,,
,2747,,,0.21875,,,
,2748,,,0.28125,,,
,2749,,,0.28125,,,
,2750,,,0.4375,,,
,2751,,,0.34375,,,
,2752,,,0.3125,,,
,2753,,,0.34375,,,
,2754,,,0.28125,,,
,2755,,,0.34375,,,
,2756,,,0.34375,,,
,2757,,,0.34375,,,
,2758,,,0.25,,,
,2759,,,0.40625,,,
,2760,,,0.4375,,,
,2761,,,0.25,,,
,2762,,,0.375,,,
,2763,,,0.3125,,,
,2764,,,0.3125,,,
,2765,,,0.28125,,,
,2766,,,0.40625,,,
,2767,,,0.3125,,,
,2768,,,0.25,,,
,2769,,,0.28125,,,
,2770,,,0.34375,,,
,2771,,,0.375,,,
,2772,,,0.25,,,
,2773,,,0.40625,,,
,2774,,,0.28125,,,
,2775,,,0.21875,,,
,2776,,,0.375,,,
,2777,,,0.375,,,
,2778,,,0.21875,,,
,2779,,,0.53125,,,
,2780,,,0.46875,,,
,2781,,,0.25,,,
,2782,,,0.28125,,,
,2783,,,0.40625,,,
,2784,,,0.21875,,,
,2785,,,0.375,,,
,2786,,,0.34375,,,
,2787,,,0.40625,,,
,2788,,,0.125,,,
,2789,,,0.4375,,,
,2790,,,0.40625,,,
,2791,,,0.375,,,
,2792,,,0.46875,,,
,2793,,,0.375,,,
,2794,,,0.28125,,,
,2795,,,0.3125,,,
,2796,,,0.1875,,,
,2797,,,0.34375,,,
,2798,,,0.3125,,,
,2799,,,0.375,,,
,2800,,,0.375,,,
,2801,,,0.34375,,,
,2802,,,0.21875,,,
,2803,,,0.34375,,,
,2804,,,0.15625,,,
,2805,,,0.21875,,,
,2806,,,0.3125,,,
,2807,,,0.34375,,,
,2808,,,0.375,,,
,2809,,,0.34375,,,
,2810,,,0.25,,,
,2811,,,0.3125,,,
,2812,,,0.40625,,,
,2813,,,0.34375,,,
,2814,,,0.40625,,,
,2815,,,0.375,,,
,2816,,,0.28125,,,
,2817,,,0.34375,,,
,2818,,,0.40625,,,
,2819,,,0.4375,,,
,2820,,,0.15625,,,
,2821,,,0.375,,,
,2822,,,0.4375,,,
,2823,,,0.21875,,,
,2824,,,0.3125,,,
,2825,,,0.4375,,,
,2826,,,0.46875,,,
,2827,,,0.28125,,,
,2828,,,0.34375,,,
,2829,,,0.46875,,,
,2830,,,0.3125,,,
,2831,,,0.25,,,
,2832,,,0.375,,,
,2833,,,0.3125,,,
,2834,,,0.40625,,,
,2835,,,0.34375,,,
,2836,,,0.34375,,,
,2837,,,0.25,,,
,2838,,,0.53125,,,
,2839,,,0.4375,,,
,2840,,,0.34375,,,
,2841,,,0.3125,,,
,2842,,,0.4375,,,
,2843,,,0.375,,,
,2844,,,0.4375,,,
,2845,,,0.3125,,,
,2846,,,0.40625,,,
,2847,,,0.25,,,
,2848,,,0.34375,,,
,2849,,,0.3125,,,
,2850,,,0.1875,,,
,2851,,,0.4375,,,
,2852,,,0.46875,,,
,2853,,,0.25,,,
,2854,,,0.40625,,,
,2855,,,0.46875,,,
,2856,,,0.3125,,,
,2857,,,0.3125,,,
,2858,,,0.375,,,
,2859,,,0.40625,,,
,2860,,,0.34375,,,
,2861,,,0.21875,,,
,2862,,,0.40625,,,
,2863,,,0.3125,,,
,2864,,,0.25,,,
,2865,,,0.375,,,
,2866,,,0.28125,,,
,2867,,,0.34375,,,
,2868,,,0.34375,,,
,2869,,,0.5,,,
,2870,,,0.25,,,
,2871,,,0.3125,,,
,2872,,,0.3125,,,
,2873,,,0.34375,,,
,2874,,,0.40625,,,
,2875,,,0.375,,,
,2876,,,0.34375,,,
,2877,,,0.3125,,,
,2878,,,0.34375,,,
,2879,,,0.4375,,,
,2880,,,0.375,,,
,2881,,,0.40625,,,
,2882,,,0.46875,,,
,2883,,,0.34375,,,
,2884,,,0.375,,,
,2885,,,0.34375,,,
,2886,,,0.4375,,,
,2887,,,0.375,,,
,2888,,,0.40625,,,
,2889,,,0.46875,,,
,2890,,,0.375,,,
,2891,,,0.4375,,,
,2892,,,0.3125,,,
,2893,,,0.5,,,
,2894,,,0.21875,,,
,2895,,,0.34375,,,
,2896,,,0.375,,,
,2897,,,0.28125,,,
,2898,,,0.375,,,
,2899,,,0.28125,,,
,2900,,,0.375,,,
,2901,,,0.40625,,,
,2902,,,0.09375,,,
,2903,,,0.25,,,
,2904,,,0.34375,,,
,2905,,,0.375,,,
,2906,,,0.40625,,,
,2907,,,0.3125,,,
,2908,,,0.25,,,
,2909,,,0.4375,,,
,2910,,,0.3125,,,
,2911,,,0.28125,,,
,2912,,,0.28125,,,
,2913,,,0.46875,,,
,2914,,,0.375,,,
,2915,,,0.46875,,,
,2916,,,0.3125,,,
,2917,,,0.34375,,,
,2918,,,0.34375,,,
,2919,,,0.375,,,
,2920,,,0.25,,,
,2921,,,0.375,,,
,2922,,,0.375,,,
,2923,,,0.28125,,,
,2924,,,0.375,,,
,2925,,,0.40625,,,
,2926,,,0.375,,,
,2927,,,0.53125,,,
,2928,,,0.40625,,,
,2929,,,0.28125,,,
,2930,,,0.15625,,,
,2931,,,0.28125,,,
,2932,,,0.25,,,
,2933,,,0.3125,,,
,2934,,,0.46875,,,
,2935,,,0.5625,,,
,2936,,,0.34375,,,
,2937,,,0.28125,,,
,2938,,,0.40625,,,
,2939,,,0.375,,,
,2940,,,0.25,,,
,2941,,,0.28125,,,
,2942,,,0.21875,,,
,2943,,,0.59375,,,
,2944,,,0.3125,,,
,2945,,,0.40625,,,
,2946,,,0.40625,,,
,2947,,,0.375,,,
,2948,,,0.40625,,,
,2949,,,0.3125,,,
,2950,,,0.375,,,
,2951,,,0.25,,,
,2952,,,0.28125,,,
,2953,,,0.34375,,,
,2954,,,0.3125,,,
,2955,,,0.28125,,,
,2956,,,0.4375,,,
,2957,,,0.40625,,,
,2958,,,0.46875,,,
,2959,,,0.21875,,,
,2960,,,0.3125,,,
,2961,,,0.21875,,,
,2962,,,0.375,,,
,2963,,,0.21875,,,
,2964,,,0.3125,,,
,2965,,,0.375,,,
,2966,,,0.34375,,,
,2967,,,0.21875,,,
,2968,,,0.1875,,,
,2969,,,0.40625,,,
,2970,,,0.4375,,,
,2971,,,0.28125,,,
,2972,,,0.375,,,
,2973,,,0.375,,,
,2974,,,0.375,,,
,2975,,,0.3125,,,
,2976,,,0.28125,,,
,2977,,,0.46875,,,
,2978,,,0.34375,,,
,2979,,,0.4375,,,
,2980,,,0.40625,,,
,2981,,,0.25,,,
,2982,,,0.15625,,,
,2983,,,0.28125,,,
,2984,,,0.28125,,,
,2985,,,0.375,,,
,2986,,,0.5,,,
,2987,,,0.34375,,,
,2988,,,0.21875,,,
,2989,,,0.34375,,,
,2990,,,0.28125,,,
,2991,,,0.21875,,,
,2992,,,0.34375,,,
,2993,,,0.34375,,,
,2994,,,0.3125,,,
,2995,,,0.46875,,,
,2996,,,0.46875,,,
,2997,,,0.34375,,,
,2998,,,0.28125,,,
,2999,,,0.1875,,,
,3000,,,0.40625,,,
,3001,,,0.40625,,,
,3002,,,0.3125,,,
,3003,,,0.5,,,
,3004,,,0.53125,,,
,3005,,,0.375,,,
,3006,,,0.25,,,
,3007,,,0.4375,,,
,3008,,,0.3125,,,
,3009,,,0.4375,,,
,3010,,,0.4375,,,
,3011,,,0.5,,,
,3012,,,0.375,,,
,3013,,,0.34375,,,
,3014,,,0.53125,,,
,3015,,,0.46875,,,
,3016,,,0.4375,,,
,3017,,,0.4375,,,
,3018,,,0.40625,,,
,3019,,,0.3125,,,
,3020,,,0.25,,,
,3021,,,0.375,,,
,3022,,,0.28125,,,
,3023,,,0.34375,,,
,3024,,,0.28125,,,
,3025,,,0.375,,,
,3026,,,0.3125,,,
,3027,,,0.25,,,
,3028,,,0.1875,,,
,3029,,,0.5625,,,
,3030,,,0.28125,,,
,3031,,,0.34375,,,
,3032,,,0.3125,,,
,3033,,,0.28125,,,
,3034,,,0.375,,,
,3035,,,0.4375,,,
,3036,,,0.375,,,
,3037,,,0.34375,,,
,3038,,,0.28125,,,
,3039,,,0.25,,,
,3040,,,0.40625,,,
,3041,,,0.28125,,,
,3042,,,0.46875,,,
,3043,,,0.3125,,,
,3044,,,0.40625,,,
,3045,,,0.34375,,,
,3046,,,0.5,,,
,3047,,,0.25,,,
,3048,,,0.4375,,,
,3049,,,0.375,,,
,3050,,,0.28125,,,
,3051,,,0.46875,,,
,3052,,,0.40625,,,
,3053,,,0.34375,,,
,3054,,,0.3125,,,
,3055,,,0.46875,,,
,3056,,,0.40625,,,
,3057,,,0.4375,,,
,3058,,,0.34375,,,
,3059,,,0.21875,,,
,3060,,,0.5,,,
,3061,,,0.40625,,,
,3062,,,0.40625,,,
,3063,,,0.375,,,
,3064,,,0.28125,,,
,3065,,,0.3125,,,
,3066,,,0.28125,,,
,3067,,,0.46875,,,
,3068,,,0.40625,,,
,3069,,,0.25,,,
,3070,,,0.21875,,,
,3071,,,0.46875,,,
,3072,,,0.34375,,,
,3073,,,0.4375,,,
,3074,,,0.34375,,,
,3075,,,0.4375,,,
,3076,,,0.40625,,,
,3077,,,0.3125,,,
,3078,,,0.21875,,,
,3079,,,0.28125,,,
,3080,,,0.375,,,
,3081,,,0.4375,,,
,3082,,,0.4375,,,
,3083,,,0.25,,,
,3084,,,0.3125,,,
,3085,,,0.46875,,,
,3086,,,0.5,,,
,3087,,,0.28125,,,
,3088,,,0.3125,,,
,3089,,,0.28125,,,
,3090,,,0.375,,,
,3091,,,0.3125,,,
,3092,,,0.28125,,,
,3093,,,0.09375,,,
,3094,,,0.40625,,,
,3095,,,0.375,,,
,3096,,,0.21875,,,
,3097,,,0.34375,,,
,3098,,,0.28125,,,
,3099,,,0.5,,,
,3100,,,0.21875,,,
,3101,,,0.3125,,,
,3102,,,0.25,,,
,3103,,,0.28125,,,
,3104,,,0.46875,,,
,3105,,,0.25,,,
,3106,,,0.46875,,,
,3107,,,0.40625,,,
,3108,,,0.4375,,,
,3109,,,0.28125,,,
,3110,,,0.375,,,
,3111,,,0.375,,,
,3112,,,0.3125,,,
,3113,,,0.46875,,,
,3114,,,0.21875,,,
,3115,,,0.25,,,
,3116,,,0.5,,,
,3117,,,0.40625,,,
,3118,,,0.46875,,,
,3119,,,0.28125,,,
,3120,,,0.34375,,,
,3121,,,0.3125,,,
,3122,,,0.5625,,,
,3123,,,0.3125,,,
,3124,,,0.28125,,,
,3125,,,0.3125,,,
,3126,,,0.3125,,,
,3127,,,0.34375,,,
,3128,,,0.46875,,,
,3129,,,0.40625,,,
,3130,,,0.40625,,,
,3131,,,0.28125,,,
,3132,,,0.1875,,,
,3133,,,0.15625,,,
,3134,,,0.3125,,,
,3135,,,0.3125,,,
,3136,,,0.5,,,
,3137,,,0.40625,,,
,3138,,,0.34375,,,
,3139,,,0.21875,,,
,3140,,,0.3125,,,
,3141,,,0.3125,,,
,3142,,,0.40625,,,
,3143,,,0.34375,,,
,3144,,,0.3125,,,
,3145,,,0.375,,,
,3146,,,0.46875,,,
,3147,,,0.4375,,,
,3148,,,0.375,,,
,3149,,,0.375,,,
,3150,,,0.21875,,,
,3151,,,0.5625,,,
,3152,,,0.25,,,
,3153,,,0.3125,,,
,3154,,,0.28125,,,
,3155,,,0.1875,,,
,3156,,,0.40625,,,
,3157,,,0.34375,,,
,3158,,,0.40625,,,
,3159,,,0.4375,,,
,3160,,,0.28125,,,
,3161,,,0.40625,,,
,3162,,,0.28125,,,
,3163,,,0.3125,,,
,3164,,,0.34375,,,
,3165,,,0.375,,,
,3166,,,0.3125,,,
,3167,,,0.3125,,,
,3168,,,0.40625,,,
,3169,,,0.34375,,,
,3170,,,0.125,,,
,3171,,,0.34375,,,
,3172,,,0.25,,,
,3173,,,0.375,,,
,3174,,,0.5625,,,
,3175,,,0.21875,,,
,3176,,,0.28125,,,
,3177,,,0.53125,,,
,3178,,,0.25,,,
,3179,,,0.34375,,,
,3180,,,0.25,,,
,3181,,,0.40625,,,
,3182,,,0.28125,,,
,3183,,,0.40625,,,
,3184,,,0.3125,,,
,3185,,,0.21875,,,
,3186,,,0.21875,,,
,3187,,,0.3125,,,
,3188,,,0.40625,,,
,3189,,,0.3125,,,
,3190,,,0.46875,,,
,3191,,,0.25,,,
,3192,,,0.4375,,,
,3193,,,0.34375,,,
,3194,,,0.3125,,,
,3195,,,0.28125,,,
,3196,,,0.46875,,,
,3197,,,0.25,,,
,3198,,,0.2666666805744171,,,
0,3197,,,,0.33910757303237915,2.851614236831665,
0,3199,2.9868102073669434,0.28125,,,,
0,3249,2.8401379585266113,0.34375,,,,
0,3299,2.856302499771118,0.25,,,,
0,3349,2.952838659286499,0.3125,,,,
0,3399,2.7588183879852295,0.34375,,,,
0,3449,2.967501163482666,0.3125,,,,
0,3499,2.32422137260437,0.375,,,,
0,3549,2.600353717803955,0.40625,,,,
0,3599,2.7569739818573,0.375,,,,
0,3649,2.81233549118042,0.3125,,,,
0,3699,2.389702320098877,0.5,,,,
0,3749,2.8823935985565186,0.28125,,,,
0,3799,3.0467350482940674,0.28125,,,,
0,3849,2.9542717933654785,0.28125,,,,
0,3899,2.909029245376587,0.34375,,,,
0,3949,2.517387628555298,0.40625,,,,
0,3999,2.6347997188568115,0.34375,,,,
0,4049,2.830618143081665,0.3125,,,,
0,4099,2.8175506591796875,0.3125,,,,
0,4149,2.410635471343994,0.4375,,,,
0,4199,2.5845792293548584,0.375,,,,
0,4249,3.139528751373291,0.1875,,,,
0,4299,3.2299368381500244,0.15625,,,,
0,4349,2.653228521347046,0.40625,,,,
0,4399,2.9601998329162598,0.3125,,,,
0,4449,2.4257404804229736,0.4375,,,,
0,4499,2.3945047855377197,0.4375,,,,
0,4549,2.7456002235412598,0.3125,,,,
0,4599,2.7298290729522705,0.40625,,,,
0,4649,2.8240604400634766,0.21875,,,,
0,4699,2.9134037494659424,0.3125,,,,
0,4749,2.882197856903076,0.3125,,,,
0,4799,3.047905683517456,0.28125,,,,
0,4849,2.6181328296661377,0.3125,,,,
0,4899,2.811502695083618,0.3125,,,,
0,4949,2.325312852859497,0.4375,,,,
0,4999,2.9907639026641846,0.3125,,,,
0,5049,2.6667628288269043,0.34375,,,,
0,5099,2.7855489253997803,0.25,,,,
0,5149,3.44517183303833,0.09375,,,,
0,5199,2.4205334186553955,0.4375,,,,
0,5249,2.318411350250244,0.40625,,,,
0,5299,2.872237205505371,0.28125,,,,
0,5349,2.5930984020233154,0.40625,,,,
0,5399,2.394810676574707,0.46875,,,,
0,5449,2.784400701522827,0.3125,,,,
0,5499,2.5580384731292725,0.3125,,,,
0,5549,3.198756217956543,0.25,,,,
0,5599,2.5229954719543457,0.34375,,,,
0,5649,2.6894612312316895,0.3125,,,,
0,5699,2.788046360015869,0.34375,,,,
0,5749,2.534996747970581,0.375,,,,
0,5799,2.5432913303375244,0.3125,,,,
0,5849,2.3410284519195557,0.40625,,,,
0,5899,2.9015724658966064,0.28125,,,,
0,5949,2.7359516620635986,0.25,,,,
0,5999,2.787496328353882,0.25,,,,
0,6049,2.0460400581359863,0.53125,,,,
0,6099,2.644368886947632,0.28125,,,,
0,6149,2.810213088989258,0.34375,,,,
0,6199,2.4823198318481445,0.40625,,,,
0,6249,2.4832346439361572,0.4375,,,,
0,6299,2.671145439147949,0.28125,,,,
0,6349,2.3057074546813965,0.5,,,,
,3199,,,0.40625,,,
,3200,,,0.28125,,,
,3201,,,0.4375,,,
,3202,,,0.28125,,,
,3203,,,0.21875,,,
,3204,,,0.40625,,,
,3205,,,0.3125,,,
,3206,,,0.28125,,,
,3207,,,0.40625,,,
,3208,,,0.25,,,
,3209,,,0.375,,,
,3210,,,0.25,,,
,3211,,,0.25,,,
,3212,,,0.3125,,,
,3213,,,0.375,,,
,3214,,,0.15625,,,
,3215,,,0.375,,,
,3216,,,0.34375,,,
,3217,,,0.375,,,
,3218,,,0.40625,,,
,3219,,,0.40625,,,
,3220,,,0.34375,,,
,3221,,,0.1875,,,
,3222,,,0.34375,,,
,3223,,,0.40625,,,
,3224,,,0.3125,,,
,3225,,,0.53125,,,
,3226,,,0.40625,,,
,3227,,,0.28125,,,
,3228,,,0.40625,,,
,3229,,,0.34375,,,
,3230,,,0.28125,,,
,3231,,,0.3125,,,
,3232,,,0.375,,,
,3233,,,0.34375,,,
,3234,,,0.375,,,
,3235,,,0.40625,,,
,3236,,,0.28125,,,
,3237,,,0.3125,,,
,3238,,,0.21875,,,
,3239,,,0.4375,,,
,3240,,,0.25,,,
,3241,,,0.15625,,,
,3242,,,0.34375,,,
,3243,,,0.4375,,,
,3244,,,0.28125,,,
,3245,,,0.375,,,
,3246,,,0.4375,,,
,3247,,,0.28125,,,
,3248,,,0.25,,,
,3249,,,0.46875,,,
,3250,,,0.25,,,
,3251,,,0.3125,,,
,3252,,,0.375,,,
,3253,,,0.34375,,,
,3254,,,0.375,,,
,3255,,,0.21875,,,
,3256,,,0.25,,,
,3257,,,0.25,,,
,3258,,,0.3125,,,
,3259,,,0.34375,,,
,3260,,,0.34375,,,
,3261,,,0.375,,,
,3262,,,0.375,,,
,3263,,,0.375,,,
,3264,,,0.25,,,
,3265,,,0.5625,,,
,3266,,,0.3125,,,
,3267,,,0.375,,,
,3268,,,0.28125,,,
,3269,,,0.4375,,,
,3270,,,0.40625,,,
,3271,,,0.28125,,,
,3272,,,0.28125,,,
,3273,,,0.5,,,
,3274,,,0.1875,,,
,3275,,,0.40625,,,
,3276,,,0.34375,,,
,3277,,,0.34375,,,
,3278,,,0.375,,,
,3279,,,0.375,,,
,3280,,,0.28125,,,
,3281,,,0.46875,,,
,3282,,,0.375,,,
,3283,,,0.34375,,,
,3284,,,0.3125,,,
,3285,,,0.4375,,,
,3286,,,0.3125,,,
,3287,,,0.34375,,,
,3288,,,0.21875,,,
,3289,,,0.40625,,,
,3290,,,0.4375,,,
,3291,,,0.40625,,,
,3292,,,0.375,,,
,3293,,,0.34375,,,
,3294,,,0.46875,,,
,3295,,,0.4375,,,
,3296,,,0.4375,,,
,3297,,,0.375,,,
,3298,,,0.3125,,,
,3299,,,0.4375,,,
,3300,,,0.40625,,,
,3301,,,0.3125,,,
,3302,,,0.375,,,
,3303,,,0.28125,,,
,3304,,,0.3125,,,
,3305,,,0.375,,,
,3306,,,0.375,,,
,3307,,,0.3125,,,
,3308,,,0.21875,,,
,3309,,,0.25,,,
,3310,,,0.5,,,
,3311,,,0.3125,,,
,3312,,,0.21875,,,
,3313,,,0.34375,,,
,3314,,,0.25,,,
,3315,,,0.1875,,,
,3316,,,0.375,,,
,3317,,,0.375,,,
,3318,,,0.28125,,,
,3319,,,0.28125,,,
,3320,,,0.40625,,,
,3321,,,0.375,,,
,3322,,,0.5,,,
,3323,,,0.34375,,,
,3324,,,0.375,,,
,3325,,,0.28125,,,
,3326,,,0.375,,,
,3327,,,0.5,,,
,3328,,,0.375,,,
,3329,,,0.34375,,,
,3330,,,0.375,,,
,3331,,,0.375,,,
,3332,,,0.3125,,,
,3333,,,0.40625,,,
,3334,,,0.4375,,,
,3335,,,0.3125,,,
,3336,,,0.375,,,
,3337,,,0.40625,,,
,3338,,,0.40625,,,
,3339,,,0.3125,,,
,3340,,,0.3125,,,
,3341,,,0.3125,,,
,3342,,,0.34375,,,
,3343,,,0.40625,,,
,3344,,,0.40625,,,
,3345,,,0.4375,,,
,3346,,,0.21875,,,
,3347,,,0.34375,,,
,3348,,,0.4375,,,
,3349,,,0.28125,,,
,3350,,,0.28125,,,
,3351,,,0.40625,,,
,3352,,,0.28125,,,
,3353,,,0.40625,,,
,3354,,,0.4375,,,
,3355,,,0.28125,,,
,3356,,,0.34375,,,
,3357,,,0.4375,,,
,3358,,,0.5,,,
,3359,,,0.375,,,
,3360,,,0.375,,,
,3361,,,0.28125,,,
,3362,,,0.25,,,
,3363,,,0.40625,,,
,3364,,,0.34375,,,
,3365,,,0.5625,,,
,3366,,,0.40625,,,
,3367,,,0.34375,,,
,3368,,,0.46875,,,
,3369,,,0.25,,,
,3370,,,0.3125,,,
,3371,,,0.1875,,,
,3372,,,0.28125,,,
,3373,,,0.375,,,
,3374,,,0.3125,,,
,3375,,,0.34375,,,
,3376,,,0.21875,,,
,3377,,,0.40625,,,
,3378,,,0.34375,,,
