epoch,step,train_loss,train_accuracy_step,val_accuracy_step
0,3749,0.5026831030845642,0.875,
0,3799,0.5172484517097473,0.8125,
0,3849,0.5428109765052795,0.8125,
0,3899,0.3126566410064697,0.890625,
0,3949,0.42473873496055603,0.875,
0,3999,0.5608919262886047,0.796875,
0,4049,0.376895546913147,0.859375,
0,4099,0.4083593785762787,0.875,
0,4149,0.5563640594482422,0.796875,
0,4199,0.47342774271965027,0.875,
0,4249,0.3935459554195404,0.90625,
0,4299,0.4553099274635315,0.875,
0,4349,0.42347079515457153,0.875,
0,4399,0.40006962418556213,0.84375,
0,4449,0.4448012113571167,0.859375,
0,4499,0.3495216965675354,0.875,
0,4549,0.434308797121048,0.84375,
0,4599,0.47510749101638794,0.84375,
0,4649,0.31164366006851196,0.90625,
0,4699,0.3544257879257202,0.875,
0,4749,0.38788843154907227,0.875,
0,4799,0.37440332770347595,0.859375,
0,4849,0.3798266053199768,0.859375,
0,4899,0.4477912187576294,0.828125,
0,4949,0.2394770085811615,0.921875,
0,4999,0.5299782156944275,0.765625,
0,5049,0.16227196156978607,0.953125,
0,5099,0.4615374505519867,0.828125,
0,5149,0.46551066637039185,0.890625,
0,5199,0.19534613192081451,0.96875,
0,5249,0.44514667987823486,0.890625,
0,5299,0.3463834822177887,0.890625,
0,5349,0.6720061898231506,0.78125,
0,5399,0.5111749172210693,0.828125,
0,5449,0.5276541113853455,0.84375,
0,5499,0.5642962455749512,0.859375,
0,5549,0.3816848397254944,0.890625,
0,5599,0.39322149753570557,0.875,
0,5649,0.2963885962963104,0.875,
0,5699,0.5692300796508789,0.765625,
0,5749,0.34753262996673584,0.921875,
0,5799,0.33540207147598267,0.921875,
0,5849,0.3024248480796814,0.90625,
0,5899,0.35051673650741577,0.890625,
0,5949,0.44379574060440063,0.875,
0,5999,0.3917418420314789,0.890625,
0,6049,0.383284330368042,0.859375,
0,6099,0.3360477685928345,0.90625,
0,6149,0.4935114085674286,0.84375,
0,6199,0.17684507369995117,0.953125,
0,6249,0.5660169124603271,0.8125,
0,6299,0.3330168128013611,0.90625,
0,6349,0.48202425241470337,0.84375,
,0,,,0.90625
,1,,,0.8125
,2,,,0.890625
,3,,,0.9375
,4,,,0.859375
,5,,,0.9375
,6,,,0.890625
,7,,,0.859375
,8,,,0.890625
,9,,,0.90625
,10,,,0.890625
,11,,,0.875
,12,,,0.84375
,13,,,0.90625
,14,,,0.84375
,15,,,0.875
,16,,,0.890625
,17,,,0.859375
,18,,,0.90625
,19,,,0.90625
,20,,,0.828125
,21,,,0.890625
,22,,,0.875
,23,,,0.921875
,24,,,0.875
,25,,,0.828125
,26,,,0.875
,27,,,0.9375
,28,,,0.921875
,29,,,0.890625
,30,,,0.90625
,31,,,0.796875
,32,,,0.859375
,33,,,0.890625
,34,,,0.96875
,35,,,0.90625
,36,,,0.921875
,37,,,0.921875
,38,,,0.859375
,39,,,0.84375
,40,,,0.828125
,41,,,0.890625
,42,,,0.828125
,43,,,0.890625
,44,,,0.890625
,45,,,0.859375
,46,,,0.90625
,47,,,0.921875
,48,,,0.84375
,49,,,0.859375
,50,,,0.828125
,51,,,0.890625
,52,,,0.875
,53,,,0.890625
,54,,,0.921875
,55,,,0.890625
,56,,,0.828125
,57,,,0.953125
,58,,,0.9375
,59,,,0.875
,60,,,0.90625
,61,,,0.921875
,62,,,0.890625
,63,,,0.84375
,64,,,0.890625
,65,,,0.828125
,66,,,0.875
,67,,,0.78125
,68,,,0.859375
,69,,,0.921875
,70,,,0.84375
,71,,,0.875
,72,,,0.90625
,73,,,0.84375
,74,,,0.890625
,75,,,0.90625
,76,,,0.9375
,77,,,0.984375
,78,,,0.875
,79,,,0.9375
,80,,,0.8125
,81,,,0.875
,82,,,0.921875
,83,,,0.875
,84,,,0.9375
,85,,,0.84375
,86,,,0.875
,87,,,0.90625
,88,,,0.875
,89,,,0.90625
,90,,,0.828125
,91,,,0.859375
,92,,,0.859375
,93,,,0.84375
,94,,,0.921875
,95,,,0.859375
,96,,,0.875
,97,,,0.90625
,98,,,0.890625
,99,,,0.96875
,100,,,0.9375
,101,,,0.828125
,102,,,0.859375
,103,,,0.859375
,104,,,0.859375
,105,,,0.75
,106,,,0.8125
,107,,,0.96875
,108,,,0.890625
,109,,,0.890625
,110,,,0.890625
,111,,,0.90625
,112,,,0.875
,113,,,0.84375
,114,,,0.90625
,115,,,0.9375
,116,,,0.8125
,117,,,0.9375
,118,,,0.984375
,119,,,0.921875
,120,,,0.859375
,121,,,0.875
,122,,,0.859375
,123,,,0.921875
,124,,,0.859375
,125,,,0.84375
,126,,,0.859375
,127,,,0.765625
,128,,,0.875
,129,,,0.859375
,130,,,0.9375
,131,,,0.84375
,132,,,0.921875
,133,,,0.890625
,134,,,0.859375
,135,,,0.859375
,136,,,0.859375
,137,,,0.90625
,138,,,0.875
,139,,,0.921875
,140,,,0.859375
,141,,,0.859375
,142,,,0.84375
,143,,,0.890625
,144,,,0.90625
,145,,,0.90625
,146,,,0.875
,147,,,0.90625
,148,,,0.859375
,149,,,0.875
,150,,,0.90625
,151,,,0.890625
,152,,,0.96875
,153,,,0.921875
,154,,,0.84375
,155,,,0.9375
,156,,,0.796875
,157,,,0.875
,158,,,0.796875
,159,,,0.921875
,160,,,0.859375
,161,,,0.921875
,162,,,0.859375
,163,,,0.875
,164,,,0.875
,165,,,0.953125
,166,,,0.828125
,167,,,0.8125
,168,,,0.875
,169,,,0.890625
,170,,,0.875
,171,,,0.90625
,172,,,0.890625
,173,,,0.890625
,174,,,0.796875
,175,,,0.890625
,176,,,0.859375
,177,,,0.84375
,178,,,0.890625
,179,,,0.875
,180,,,0.859375
,181,,,0.921875
,182,,,0.921875
,183,,,0.875
,184,,,0.890625
,185,,,0.890625
,186,,,0.890625
,187,,,0.96875
,188,,,0.890625
,189,,,0.890625
,190,,,0.890625
,191,,,0.890625
,192,,,0.890625
,193,,,0.953125
,194,,,0.859375
,195,,,0.90625
,196,,,0.90625
,197,,,0.890625
,198,,,0.921875
,199,,,0.875
,200,,,0.875
,201,,,0.90625
,202,,,0.9375
,203,,,0.890625
,204,,,0.90625
,205,,,0.78125
,206,,,0.890625
,207,,,0.796875
,208,,,0.875
,209,,,0.90625
,210,,,0.859375
,211,,,0.859375
,212,,,0.8125
,213,,,0.921875
,214,,,0.875
,215,,,0.9375
,216,,,0.890625
,217,,,0.875
,218,,,0.890625
,219,,,0.828125
,220,,,0.8125
,221,,,0.828125
,222,,,0.953125
,223,,,0.8125
,224,,,0.875
,225,,,0.953125
,226,,,0.875
,227,,,0.859375
,228,,,0.890625
,229,,,0.859375
,230,,,0.9375
,231,,,0.859375
,232,,,0.875
,233,,,0.84375
,234,,,0.921875
,235,,,0.890625
,236,,,0.90625
,237,,,0.875
,238,,,0.953125
,239,,,0.859375
,240,,,0.875
,241,,,0.875
,242,,,0.859375
,243,,,0.890625
,244,,,0.859375
,245,,,0.875
,246,,,0.828125
,247,,,0.859375
,248,,,0.90625
,249,,,0.921875
,250,,,0.84375
,251,,,0.921875
,252,,,0.953125
,253,,,0.875
,254,,,0.875
,255,,,0.8125
,256,,,0.875
,257,,,0.921875
,258,,,0.890625
,259,,,0.90625
,260,,,0.890625
,261,,,0.859375
,262,,,0.890625
,263,,,0.859375
,264,,,0.828125
,265,,,0.90625
,266,,,0.84375
,267,,,0.859375
,268,,,0.9375
,269,,,0.828125
,270,,,0.796875
,271,,,0.84375
,272,,,0.8125
,273,,,0.890625
,274,,,0.890625
,275,,,0.84375
,276,,,0.796875
,277,,,0.921875
,278,,,0.828125
,279,,,0.890625
,280,,,0.890625
,281,,,0.890625
,282,,,0.890625
,283,,,0.828125
,284,,,0.84375
,285,,,0.890625
,286,,,0.890625
,287,,,0.859375
,288,,,0.84375
,289,,,0.875
,290,,,0.828125
,291,,,0.890625
,292,,,0.8125
,293,,,0.921875
,294,,,0.921875
,295,,,0.8125
,296,,,0.9375
,297,,,0.890625
,298,,,0.875
,299,,,0.875
,300,,,0.90625
,301,,,0.90625
,302,,,0.921875
,303,,,0.859375
,304,,,0.90625
,305,,,0.90625
,306,,,0.90625
,307,,,0.875
,308,,,0.890625
,309,,,0.828125
,310,,,0.859375
,311,,,0.859375
,312,,,0.828125
,313,,,0.8125
,314,,,0.90625
,315,,,0.90625
,316,,,0.90625
,317,,,0.875
,318,,,0.984375
,319,,,0.90625
,320,,,0.9375
,321,,,0.84375
,322,,,0.921875
,323,,,0.9375
,324,,,0.890625
,325,,,0.921875
,326,,,0.875
,327,,,0.890625
,328,,,0.9375
,329,,,0.8125
,330,,,0.90625
,331,,,0.84375
,332,,,0.9375
,333,,,0.90625
,334,,,0.84375
,335,,,0.96875
,336,,,0.953125
,337,,,0.84375
,338,,,0.953125
,339,,,0.8125
,340,,,0.9375
,341,,,0.828125
,342,,,0.875
,343,,,0.921875
,344,,,0.90625
,345,,,0.828125
,346,,,0.875
,347,,,0.90625
,348,,,0.890625
,349,,,0.90625
,350,,,0.921875
,351,,,0.90625
,352,,,0.875
,353,,,0.921875
,354,,,0.90625
,355,,,0.921875
,356,,,0.84375
,357,,,0.875
,358,,,0.875
,359,,,0.9375
,360,,,0.828125
,361,,,0.828125
,362,,,0.921875
,363,,,0.890625
,364,,,0.796875
,365,,,0.875
,366,,,0.890625
,367,,,0.953125
,368,,,0.890625
,369,,,0.921875
,370,,,0.84375
,371,,,0.90625
,372,,,0.859375
,373,,,0.875
,374,,,0.90625
,375,,,0.875
,376,,,0.890625
,377,,,0.84375
,378,,,0.90625
,379,,,0.84375
,380,,,0.875
,381,,,0.859375
,382,,,0.875
,383,,,0.84375
,384,,,0.890625
,385,,,0.875
,386,,,0.828125
,387,,,0.875
,388,,,0.859375
,389,,,0.890625
,390,,,0.890625
,391,,,0.890625
,392,,,0.828125
,393,,,0.828125
,394,,,0.96875
,395,,,0.90625
,396,,,0.890625
,397,,,0.875
,398,,,0.84375
,399,,,0.875
,400,,,0.875
,401,,,0.890625
,402,,,0.90625
,403,,,0.84375
,404,,,0.890625
,405,,,0.875
,406,,,0.90625
,407,,,0.828125
,408,,,0.8125
,409,,,0.8125
,410,,,0.9375
,411,,,0.90625
,412,,,0.859375
,413,,,0.765625
,414,,,0.859375
,415,,,0.90625
,416,,,0.921875
,417,,,0.875
,418,,,0.84375
,419,,,0.921875
,420,,,0.890625
,421,,,0.796875
,422,,,0.90625
,423,,,0.828125
,424,,,0.890625
,425,,,0.859375
,426,,,0.9375
,427,,,0.8125
,428,,,0.828125
,429,,,0.890625
,430,,,0.84375
,431,,,0.953125
,432,,,0.921875
,433,,,0.953125
,434,,,0.875
,435,,,0.875
,436,,,0.921875
,437,,,0.890625
,438,,,0.90625
,439,,,0.890625
,440,,,0.8125
,441,,,0.921875
,442,,,0.890625
,443,,,0.921875
,444,,,0.890625
,445,,,0.96875
,446,,,0.859375
,447,,,0.890625
,448,,,0.90625
,449,,,0.890625
,450,,,0.921875
,451,,,0.84375
,452,,,0.875
,453,,,0.890625
,454,,,0.90625
,455,,,0.828125
,456,,,0.859375
,457,,,0.921875
,458,,,0.828125
,459,,,0.859375
,460,,,0.84375
,461,,,0.90625
,462,,,0.859375
,463,,,0.875
,464,,,0.890625
,465,,,0.921875
,466,,,0.828125
,467,,,0.9375
,468,,,0.875
,469,,,0.859375
,470,,,0.890625
,471,,,0.90625
,472,,,0.859375
,473,,,0.90625
,474,,,0.9375
,475,,,0.890625
,476,,,0.890625
,477,,,0.84375
,478,,,0.875
,479,,,0.90625
,480,,,0.875
,481,,,0.90625
,482,,,0.84375
,483,,,0.890625
,484,,,0.875
,485,,,0.921875
,486,,,0.90625
,487,,,0.890625
,488,,,0.8125
,489,,,0.890625
,490,,,0.828125
,491,,,0.875
,492,,,0.859375
,493,,,0.875
,494,,,0.859375
,495,,,0.84375
,496,,,0.9375
,497,,,0.890625
,498,,,0.875
,499,,,0.890625
,500,,,0.875
,501,,,0.890625
,502,,,0.859375
,503,,,0.921875
,504,,,0.875
,505,,,0.875
,506,,,0.921875
,507,,,0.84375
,508,,,0.828125
,509,,,0.875
,510,,,0.953125
,511,,,0.9375
,512,,,0.84375
,513,,,0.84375
,514,,,0.890625
,515,,,0.9375
,516,,,0.9375
,517,,,0.890625
,518,,,0.828125
,519,,,0.890625
,520,,,0.859375
,521,,,0.859375
,522,,,0.90625
,523,,,0.890625
,524,,,0.921875
,525,,,0.859375
,526,,,0.890625
,527,,,0.90625
,528,,,0.84375
,529,,,0.890625
,530,,,0.890625
,531,,,0.875
,532,,,0.875
,533,,,0.890625
,534,,,0.90625
,535,,,0.8125
,536,,,0.875
,537,,,0.890625
,538,,,0.90625
,539,,,0.875
,540,,,0.921875
,541,,,0.796875
,542,,,0.90625
,543,,,0.828125
,544,,,0.90625
,545,,,0.828125
,546,,,0.859375
,547,,,0.921875
,548,,,0.9375
,549,,,0.8125
,550,,,0.875
,551,,,0.953125
,552,,,0.875
,553,,,0.84375
,554,,,0.828125
,555,,,0.953125
,556,,,0.875
,557,,,0.84375
,558,,,0.90625
,559,,,0.9375
,560,,,0.890625
,561,,,0.859375
,562,,,0.8125
,563,,,0.9375
,564,,,0.875
,565,,,0.921875
,566,,,0.890625
,567,,,0.859375
,568,,,0.90625
,569,,,0.890625
,570,,,0.90625
,571,,,0.859375
,572,,,0.90625
,573,,,0.90625
,574,,,0.84375
,575,,,0.828125
,576,,,0.859375
,577,,,0.796875
,578,,,0.890625
,579,,,0.875
,580,,,0.921875
,581,,,0.921875
,582,,,0.890625
,583,,,0.90625
,584,,,0.921875
,585,,,0.890625
,586,,,0.90625
,587,,,0.890625
,588,,,0.8125
,589,,,0.921875
,590,,,0.84375
,591,,,0.828125
,592,,,0.890625
,593,,,0.9375
,594,,,0.859375
,595,,,0.890625
,596,,,0.90625
,597,,,0.875
,598,,,0.875
,599,,,0.828125
,600,,,0.953125
,601,,,0.9375
,602,,,0.921875
,603,,,0.828125
,604,,,0.890625
,605,,,0.90625
,606,,,0.859375
,607,,,0.875
,608,,,0.84375
,609,,,0.921875
,610,,,0.859375
,611,,,0.859375
,612,,,0.828125
,613,,,0.953125
,614,,,0.828125
,615,,,0.9375
,616,,,0.828125
,617,,,0.90625
,618,,,0.90625
,619,,,0.890625
,620,,,0.875
,621,,,0.890625
,622,,,0.9375
,623,,,0.875
,624,,,0.84375
,625,,,0.875
,626,,,0.859375
,627,,,0.890625
,628,,,0.875
,629,,,0.828125
,630,,,0.921875
,631,,,0.890625
,632,,,0.859375
,633,,,0.890625
,634,,,0.90625
,635,,,0.890625
,636,,,0.921875
,637,,,0.90625
,638,,,0.875
,639,,,0.859375
,640,,,0.875
,641,,,0.921875
,642,,,0.84375
,643,,,0.9375
,644,,,0.890625
,645,,,0.90625
,646,,,0.953125
,647,,,0.96875
,648,,,0.9375
,649,,,0.96875
,650,,,0.921875
,651,,,0.84375
,652,,,0.9375
,653,,,0.8125
,654,,,0.90625
,655,,,0.84375
,656,,,0.8125
,657,,,0.921875
,658,,,0.90625
,659,,,0.828125
,660,,,0.859375
,661,,,0.8125
,662,,,0.828125
,663,,,0.9375
,664,,,0.90625
,665,,,0.921875
,666,,,0.921875
,667,,,0.890625
,668,,,0.890625
,669,,,0.90625
,670,,,0.828125
,671,,,0.90625
,672,,,0.796875
,673,,,0.875
,674,,,0.90625
,675,,,0.921875
,676,,,0.90625
,677,,,0.90625
,678,,,0.890625
,679,,,0.859375
,680,,,0.921875
,681,,,0.8125
,682,,,0.78125
,683,,,0.890625
,684,,,0.859375
,685,,,0.9375
,686,,,0.84375
,687,,,0.828125
,688,,,0.96875
,689,,,0.875
,690,,,0.859375
,691,,,0.859375
,692,,,0.875
,693,,,0.875
,694,,,0.890625
,695,,,0.90625
,696,,,0.890625
,697,,,0.828125
,698,,,0.875
,699,,,0.953125
,700,,,0.921875
,701,,,0.859375
,702,,,0.875
,703,,,0.90625
,704,,,0.9375
,705,,,0.828125
,706,,,0.890625
